"","Transect","Elev","Plot","DOY","Field_week","Soilmo_av","Species","Veg","Buds","Flowers","Fruit","Disp","Plants_obs","Leaves_obs","X0","X1","X5","X10","X25","X50","X75","X100","Year","percleavesdamaged","apparentleafdamage","PlantID","Plot.ID","Topography","gdd_2016","gdd_2017","gdd_2018","Cover","sdddoy_2016","sdddoy_2017","sdddoy_2018","gdd","SDDDOY"
"5410","GB",2020,"7",241,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,6,0,6,6,3,1,0,0,"2017",0.727272727272727,0.0695454545454545,"B86","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"5411","GB",2020,"7",241,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,4,5,10,5,5,3,0,0,"2017",0.875,0.084375,"B49","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"5412","GB",2020,"7",241,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,7,0,8,5,4,3,0,0,"2017",0.740740740740741,0.0903703703703704,"B58","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"5413","GB",2020,"7",241,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,11,0,5,5,4,1,0,0,"2017",0.576923076923077,0.0615384615384615,"B53","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"5429","GB",2020,"3",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,10,0,0,3,3,1,0,0,"2017",0.411764705882353,0.0661764705882353,"W45","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"5430","GB",2020,"3",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,7,2,4,2,2,0,0,0,"2017",0.588235294117647,0.0370588235294118,"B112","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"5431","GB",2020,"3",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,0,2,1,5,0,0,0,0,"2017",1,0.051875,"B101","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"5432","GB",2020,"3",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,0,5,5,1,0,0,0,0,"2017",1,0.0227272727272727,"W106","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"5448","GB",2020,"1",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,10,2,1,0,0,0,0,0,"2017",0.230769230769231,0.00307692307692308,"B47","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"5449","GB",2020,"1",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,11,1,1,3,1,1,0,0,"2017",0.388888888888889,0.045,"B19","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"5450","GB",2020,"1",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,9,0,3,2,0,0,0,0,"2017",0.357142857142857,0.0171428571428571,"W44","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"5451","GB",2020,"8",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,8,0,1,10,4,0,0,0,"2017",0.652173913043478,0.0643478260869565,"B31","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"5452","GB",2020,"8",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,4,0,1,7,6,1,0,0,"2017",0.789473684210526,0.104210526315789,"B45","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"5453","GB",2020,"8",241,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,6,0,4,7,3,0,0,0,"2017",0.7,0.0585,"B11","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"5463","GB",1809,"7",242,NA,NA,"LUPARC",NA,NA,NA,12,1,NA,NA,4,0,1,0,2,0,0,0,"2017",0.428571428571429,0.0542857142857143,"B51","GB-1809-7","Cove",340,361,314,81.64,178,171,162,361,171
"5464","GB",1809,"7",242,NA,NA,"LUPARC",NA,NA,NA,12,1,NA,NA,17,0,2,2,0,0,0,0,"2017",0.19047619047619,0.01,"B29","GB-1809-7","Cove",340,361,314,81.64,178,171,162,361,171
"5465","GB",1809,"7",242,NA,NA,"LUPARC",NA,NA,NA,12,1,NA,NA,17,1,7,1,1,0,0,0,"2017",0.37037037037037,0.0172222222222222,"B100","GB-1809-7","Cove",340,361,314,81.64,178,171,162,361,171
"5466","GB",1809,"7",242,NA,NA,"LUPARC",NA,NA,NA,12,1,NA,NA,9,0,1,1,0,0,0,0,"2017",0.181818181818182,0.00954545454545454,"B75","GB-1809-7","Cove",340,361,314,81.64,178,171,162,361,171
"5488","GB",1809,"9",242,NA,NA,"LUPARC",NA,NA,NA,6,5,NA,NA,4,1,2,0,1,1,0,0,"2017",0.555555555555556,0.0683333333333333,"B66","GB-1809-9","Cove",340,361,314,59.28,184,178,168,361,178
"5489","GB",1809,"9",242,NA,NA,"LUPARC",NA,NA,NA,6,5,NA,NA,5,0,1,0,0,0,0,0,"2017",0.166666666666667,0.005,"B68","GB-1809-9","Cove",340,361,314,59.28,184,178,168,361,178
"5490","GB",1809,"9",242,NA,NA,"LUPARC",NA,NA,NA,6,5,NA,NA,11,0,4,2,1,0,0,0,"2017",0.388888888888889,0.0247222222222222,"B76","GB-1809-9","Cove",340,361,314,59.28,184,178,168,361,178
"5492","GB",1668,"6",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,2,0,0,0,0,0,0,0,"2017",0,0,"R256","GB-1668-6","Slope",320,382,356,20.28,184,181,170,382,181
"5493","GB",1668,"6",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,15,0,0,0,0,0,0,0,"2017",0,0,"R4","GB-1668-6","Slope",320,382,356,20.28,184,181,170,382,181
"5494","GB",1668,"6",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,9,0,0,0,0,1,0,0,"2017",0.1,0.0375,"R2","GB-1668-6","Slope",320,382,356,20.28,184,181,170,382,181
"5495","GB",1668,"6",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,16,0,3,0,0,0,0,0,"2017",0.157894736842105,0.00473684210526316,"R23","GB-1668-6","Slope",320,382,356,20.28,184,181,170,382,181
"5496","GB",1668,"7",242,NA,NA,"LUPARC",NA,NA,0,9,NA,NA,NA,20,0,2,0,0,0,0,0,"2017",0.0909090909090909,0.00272727272727273,"R17","GB-1668-7","Cove",320,382,356,65.78,190,188,185,382,188
"5497","GB",1668,"7",242,NA,NA,"LUPARC",NA,NA,0,9,NA,NA,NA,15,0,0,0,0,0,0,0,"2017",0,0,"R13","GB-1668-7","Cove",320,382,356,65.78,190,188,185,382,188
"5498","GB",1668,"7",242,NA,NA,"LUPARC",NA,NA,0,9,NA,NA,NA,16,0,3,0,0,0,0,0,"2017",0.157894736842105,0.00473684210526316,"R16","GB-1668-7","Cove",320,382,356,65.78,190,188,185,382,188
"5499","GB",1809,"5",242,NA,NA,"LUPARC",NA,NA,NA,2,5,NA,NA,3,0,1,4,0,2,0,0,"2017",0.7,0.108,"Y309","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
"5500","GB",1809,"5",242,NA,NA,"LUPARC",NA,NA,NA,2,5,NA,NA,10,1,2,2,0,0,0,0,"2017",0.333333333333333,0.0143333333333333,"W351","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
"5501","GB",1809,"5",242,NA,NA,"LUPARC",NA,NA,NA,2,5,NA,NA,2,0,3,5,0,0,0,0,"2017",0.8,0.0465,"W252","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
"5502","GB",1809,"5",242,NA,NA,"LUPARC",NA,NA,NA,2,5,NA,NA,10,0,2,2,0,0,0,0,"2017",0.285714285714286,0.015,"R502","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
"5503","GB",1809,"5",242,NA,NA,"LUPARC",NA,NA,NA,2,5,NA,NA,5,0,2,5,0,1,0,0,"2017",0.615384615384615,0.0623076923076923,"B537","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
"5505","GB",1809,"8",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,19,0,2,2,3,0,0,0,"2017",0.269230769230769,0.0282692307692308,"B105","GB-1809-8","Cove",340,361,314,78,184,178,170,361,178
"5506","GB",1809,"8",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,21,0,5,4,2,0,0,0,"2017",0.34375,0.025,"B70","GB-1809-8","Cove",340,361,314,78,184,178,170,361,178
"5507","GB",1809,"8",242,NA,NA,"LUPARC",NA,NA,0,6,NA,NA,NA,21,0,8,2,0,1,0,0,"2017",0.34375,0.02390625,"B87","GB-1809-8","Cove",340,361,314,78,184,178,170,361,178
"5508","GB",1809,"3",242,NA,NA,"LUPARC",NA,NA,NA,3,1,NA,NA,5,0,0,0,0,0,0,0,"2017",0,0,"B91","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,361,180
"5509","GB",1809,"3",242,NA,NA,"LUPARC",NA,NA,NA,3,1,NA,NA,8,0,0,1,0,0,0,0,"2017",0.111111111111111,0.00833333333333333,"B33","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,361,180
"5510","GB",1809,"3",242,NA,NA,"LUPARC",NA,NA,NA,3,1,NA,NA,23,0,2,5,0,0,0,0,"2017",0.233333333333333,0.0145,"B40","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,361,180
"5511","GB",1809,"3",242,NA,NA,"LUPARC",NA,NA,NA,3,1,NA,NA,13,0,2,2,2,0,0,0,"2017",0.315789473684211,0.0294736842105263,"B65","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,361,180
"5512","GB",1809,"3",242,NA,NA,"LUPARC",NA,NA,NA,3,1,NA,NA,14,0,6,3,0,0,0,0,"2017",0.391304347826087,0.0176086956521739,"B116","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,361,180
"5513","GB",1668,"3",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,5,0,1,0,0,0,0,0,"2017",0.166666666666667,0.005,"R29","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,382,174
"5514","GB",1668,"3",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,1,0,3,2,0,0,0,0,"2017",0.833333333333333,0.04,"R19","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,382,174
"5515","GB",1668,"3",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,16,0,2,0,0,0,0,0,"2017",0.111111111111111,0.00333333333333333,"Y24","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,382,174
"5530","GB",1668,"5",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,2,0,1,1,1,0,0,0,"2017",0.6,0.056,"W4","GB-1668-5","Slope",320,382,356,34.06,182,178,169,382,178
"5531","GB",1668,"5",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,8,0,0,0,0,0,0,0,"2017",0,0,"B7","GB-1668-5","Slope",320,382,356,34.06,182,178,169,382,178
"5532","GB",1668,"5",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,12,0,3,2,0,0,0,0,"2017",0.294117647058824,0.0141176470588235,"R20","GB-1668-5","Slope",320,382,356,34.06,182,178,169,382,178
"5533","GB",1668,"5",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,7,0,0,0,0,0,0,0,"2017",0,0,"R10","GB-1668-5","Slope",320,382,356,34.06,182,178,169,382,178
"5534","GB",1809,"4",242,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,1,2,0,6,0,0,0,0,"2017",0.888888888888889,0.0511111111111111,"B44","GB-1809-4","Slope",340,361,314,64.74,182,176,176,361,176
"5535","GB",1809,"4",242,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,3,0,7,6,5,0,0,0,"2017",0.857142857142857,0.0730952380952381,"B98","GB-1809-4","Slope",340,361,314,64.74,182,176,176,361,176
"5536","GB",1809,"4",242,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,12,0,1,1,2,0,0,0,"2017",0.25,0.0284375,"B90","GB-1809-4","Slope",340,361,314,64.74,182,176,176,361,176
"5539","GB",1668,"4",242,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,11,0,0,0,0,0,0,0,"2017",0,0,"R6","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"5540","GB",1668,"4",242,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"W7","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"5541","GB",1668,"4",242,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,23,0,2,0,0,0,0,0,"2017",0.08,0.0024,"R13","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"5548","GB",1668,"8",242,NA,NA,"LUPARC",NA,NA,0,7,NA,NA,NA,18,0,0,0,0,0,0,0,"2017",0,0,"W11","GB-1668-8","Cove",320,382,356,59.54,190,188,183,382,188
"5549","GB",1668,"8",242,NA,NA,"LUPARC",NA,NA,0,7,NA,NA,NA,11,0,0,0,0,0,0,0,"2017",0,0,"R41","GB-1668-8","Cove",320,382,356,59.54,190,188,183,382,188
"5550","GB",1668,"8",242,NA,NA,"LUPARC",NA,NA,0,7,NA,NA,NA,11,0,0,0,0,0,0,0,"2017",0,0,"W18","GB-1668-8","Cove",320,382,356,59.54,190,188,183,382,188
"5551","GB",1668,"8",242,NA,NA,"LUPARC",NA,NA,0,7,NA,NA,NA,8,0,2,2,0,0,0,0,"2017",0.333333333333333,0.0175,"W9","GB-1668-8","Cove",320,382,356,59.54,190,188,183,382,188
"5552","GB",1668,"8",242,NA,NA,"LUPARC",NA,NA,0,7,NA,NA,NA,9,0,0,1,0,0,0,0,"2017",0.1,0.0075,"B6","GB-1668-8","Cove",320,382,356,59.54,190,188,183,382,188
"5574","GB",1668,"9",242,NA,NA,"LUPARC",NA,NA,NA,7,1,NA,NA,28,0,0,1,0,0,0,0,"2017",0.0344827586206897,0.00258620689655172,"W3","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"5575","GB",1668,"9",242,NA,NA,"LUPARC",NA,NA,NA,7,1,NA,NA,10,0,2,1,0,0,0,0,"2017",0.230769230769231,0.0103846153846154,"R22","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"5576","GB",1668,"9",242,NA,NA,"LUPARC",NA,NA,NA,7,1,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"B10","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"5577","GB",1668,"9",242,NA,NA,"LUPARC",NA,NA,NA,7,1,NA,NA,33,0,3,0,0,0,0,0,"2017",0.0833333333333333,0.0025,"R12","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"5581","GB",1809,"6",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,9,1,7,3,0,0,0,0,"2017",0.55,0.022,"B260","GB-1809-6","Slope",340,361,314,22.62,181,175,162,361,175
"5582","GB",1809,"6",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,7,0,1,0,1,0,0,0,"2017",0.222222222222222,0.0227777777777778,"B79","GB-1809-6","Slope",340,361,314,22.62,181,175,162,361,175
"5583","GB",1809,"6",242,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,9,0,5,2,0,0,0,0,"2017",0.4375,0.01875,"R488","GB-1809-6","Slope",340,361,314,22.62,181,175,162,361,175
"5584","GB",1668,"1",242,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2017",0,0,"W6","GB-1668-1","Ridge ",320,382,356,11.18,184,181,166,382,181
"5585","GB",1668,"1",242,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2017",0,0,"B2","GB-1668-1","Ridge ",320,382,356,11.18,184,181,166,382,181
"5586","GB",1668,"1",242,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,"2017",0,0,"R3","GB-1668-1","Ridge ",320,382,356,11.18,184,181,166,382,181
"5587","GB",1668,"1",242,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"R11","GB-1668-1","Ridge ",320,382,356,11.18,184,181,166,382,181
"5611","GB",1940,"6",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,5,0,0,0,0,"2017",0.5,0.0375,"W78","GB-1940-6","Slope",337,346,313,68.38,201,185,169,346,185
"5612","GB",1940,"6",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,2,3,0,1,0,0,"2017",0.461538461538462,0.0507692307692308,"W89","GB-1940-6","Slope",337,346,313,68.38,201,185,169,346,185
"5613","GB",1940,"6",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,2,2,0,0,0,0,"2017",0.444444444444444,0.0233333333333333,"W107","GB-1940-6","Slope",337,346,313,68.38,201,185,169,346,185
"5614","GB",1940,"6",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,9,0,5,2,0,1,0,0,"2017",0.470588235294118,0.0397058823529412,"W103","GB-1940-6","Slope",337,346,313,68.38,201,185,169,346,185
"5615","GB",1940,"1",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,2,5,1,1,0,0,"2017",0.642857142857143,0.0703571428571429,"R263","GB-1940-1","Ridge ",337,346,313,92.04,201,188,173,346,188
"5616","GB",1940,"1",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"2017",NA,NA,"W63","GB-1940-1","Ridge ",337,346,313,92.04,201,188,173,346,188
"5617","GB",1940,"1",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2017",0,0,"W48","GB-1940-1","Ridge ",337,346,313,92.04,201,188,173,346,188
"5621","GB",1940,"2",243,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,11,0,5,0,0,0,0,0,"2017",0.3125,0.009375,"W94","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,346,187
"5622","GB",1940,"2",243,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,5,0,2,0,0,0,0,0,"2017",0.285714285714286,0.00857142857142857,"W43","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,346,187
"5623","GB",1940,"2",243,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,5,0,7,2,1,0,0,0,"2017",0.666666666666667,0.0356666666666667,"W47","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,346,187
"5624","GB",1940,"2",243,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,6,0,1,1,0,0,0,0,"2017",0.25,0.013125,"W109","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,346,187
"5632","GB",1940,"9",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,6,0,5,0,1,0,0,0,"2017",0.5,0.0270833333333333,"W74","GB-1940-9","Cove",337,346,313,56.94,182,180,168,346,180
"5633","GB",1940,"9",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,6,0,2,1,0,0,0,0,"2017",0.333333333333333,0.015,"W96","GB-1940-9","Cove",337,346,313,56.94,182,180,168,346,180
"5634","GB",1940,"9",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,7,0,1,1,0,0,0,0,"2017",0.222222222222222,0.0116666666666667,"W64","GB-1940-9","Cove",337,346,313,56.94,182,180,168,346,180
"5635","GB",1940,"4",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,5,0,4,3,2,0,0,0,"2017",0.642857142857143,0.0496428571428571,"W99","GB-1940-4","Slope",337,346,313,93.6,176,167,124,346,167
"5636","GB",1940,"4",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,5,0,3,2,0,0,0,0,"2017",0.5,0.024,"W105","GB-1940-4","Slope",337,346,313,93.6,176,167,124,346,167
"5637","GB",1940,"4",243,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,0,0,3,0,0,0,0,0,"2017",1,0.03,"W90","GB-1940-4","Slope",337,346,313,93.6,176,167,124,346,167
"5642","GB",1940,"3",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,6,3,1,0,0,0,"2017",0.666666666666667,0.0386666666666667,"W98","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,346,182
"5643","GB",1940,"3",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,0,0,2,3,1,0,0,0,"2017",1,0.0766666666666667,"W68","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,346,182
"5644","GB",1940,"3",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,0,4,5,3,0,0,0,0,"2017",1,0.0329166666666667,"W61","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,346,182
"5653","GB",1940,"5",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,1,1,0,0,0,0,"2017",0.222222222222222,0.0116666666666667,"W84","GB-1940-5","Slope",337,346,313,85.02,180,178,170,346,178
"5660","GB",1940,"7",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,3,3,0,0,0,0,"2017",0.666666666666667,0.035,"B34","GB-1940-7","Cove",337,346,313,91,201,184,170,346,184
"5661","GB",1940,"7",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,8,1,1,1,0,0,"2017",0.647058823529412,0.0508823529411765,"R382","GB-1940-7","Cove",337,346,313,91,201,184,170,346,184
"5662","GB",1940,"8",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,1,0,0,0,0,0,"2017",0.142857142857143,0.00428571428571429,"W86","GB-1940-8","Cove",337,346,313,79.3,182,180,171,346,180
"5663","GB",1940,"8",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,2,3,2,0,0,0,"2017",0.7,0.0635,"W85","GB-1940-8","Cove",337,346,313,79.3,182,180,171,346,180
"5664","GB",1940,"8",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,1,3,2,1,1,0,0,"2017",0.615384615384615,0.0611538461538461,"W101","GB-1940-8","Cove",337,346,313,79.3,182,180,171,346,180
"5665","GB",1940,"8",243,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,1,4,3,0,0,0,"2017",0.666666666666667,0.07125,"W95","GB-1940-8","Cove",337,346,313,79.3,182,180,171,346,180
"5678","PA",1901,"6",250,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,4,0,3,6,2,1,0,0,"2017",0.75,0.0790625,"L2","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"5679","PA",1901,"6",250,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,8,0,2,5,2,3,0,0,"2017",0.6,0.0955,"W9","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"5680","PA",1901,"6",250,NA,NA,"LUPARC",NA,NA,NA,1,1,NA,NA,4,0,4,4,2,0,0,0,"2017",0.714285714285714,0.055,"L3","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"5682","PA",1901,"8",250,NA,NA,"LUPARC",NA,0,NA,NA,1,NA,NA,5,0,7,5,1,0,0,0,"2017",0.722222222222222,0.0422222222222222,"L1","PA-1901-8","Cove",163,185,146,99.84,209,203,197,185,203
"5683","PA",1901,"8",250,NA,NA,"LUPARC",NA,0,NA,NA,1,NA,NA,7,0,6,4,0,0,0,0,"2017",0.588235294117647,0.0282352941176471,"L2","PA-1901-8","Cove",163,185,146,99.84,209,203,197,185,203
"5684","PA",1901,"4",250,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,4,0,4,0,0,0,0,0,"2017",0.5,0.015,"L1","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"5685","PA",1901,"4",250,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,7,0,1,4,2,0,0,0,"2017",0.5,0.0485714285714286,"L3","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"5686","PA",1901,"4",250,NA,NA,"LUPARC",NA,NA,NA,1,3,NA,NA,10,0,0,0,1,0,0,0,"2017",0.0909090909090909,0.0159090909090909,"L3","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"5717","PA",1791,"8",250,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,0,1,2,0,10,2,0,0,"2017",1,0.171,"L1","PA-1791-8","Cove",177,193,155,99.84,197,202,200,193,202
"5718","PA",1791,"8",250,NA,NA,"LUPARC",NA,NA,0,2,NA,NA,NA,0,0,0,3,16,0,0,0,"2017",1,0.159210526315789,"L1","PA-1791-8","Cove",177,193,155,99.84,197,202,200,193,202
"5741","PA",1901,"7",250,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,6,0,2,2,3,0,0,0,"2017",0.538461538461538,0.0565384615384615,"L1","PA-1901-7","Cove",163,185,146,99.84,215,213,206,185,213
"5742","PA",1901,"7",250,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,7,0,0,2,1,1,0,0,"2017",0.363636363636364,0.0636363636363636,"L3","PA-1901-7","Cove",163,185,146,99.84,215,213,206,185,213
"5743","PA",1901,"7",250,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,8,0,3,3,3,0,0,0,"2017",0.529411764705882,0.0494117647058823,"L2","PA-1901-7","Cove",163,185,146,99.84,215,213,206,185,213
"5744","PA",1791,"4",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,0,0,2,8,2,0,0,0,"2017",1,0.0841666666666667,"L4","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"5745","PA",1791,"4",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,0,0,2,3,3,0,0,0,"2017",1,0.10125,"L3","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"5746","PA",1791,"4",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,0,0,3,4,8,0,0,0,"2017",1,0.119333333333333,"L2","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"5747","PA",1791,"4",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,1,0,4,3,3,0,0,0,"2017",0.909090909090909,0.0790909090909091,"L1","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"5752","PA",1791,"7",250,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,4,0,3,7,9,0,0,0,"2017",0.826086956521739,0.0952173913043478,"L2","PA-1791-7","Cove",177,193,155,99.84,206,209,205,193,209
"5753","PA",1791,"7",250,NA,NA,"LUPARC",NA,NA,0,1,NA,NA,NA,2,0,0,3,7,1,0,0,"2017",0.846153846153846,0.140384615384615,"L1","PA-1791-7","Cove",177,193,155,99.84,206,209,205,193,209
"5754","PA",1901,"5",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,5,0,3,7,0,0,0,0,"2017",0.666666666666667,0.041,"L1","PA-1901-5","Slope",163,185,146,99.84,196,194,193,185,194
"5755","PA",1901,"5",250,NA,NA,"LUPARC",NA,0,NA,NA,2,NA,NA,3,0,2,3,0,0,0,0,"2017",0.625,0.035625,"L2","PA-1901-5","Slope",163,185,146,99.84,196,194,193,185,194
"5790","GB",1940,"4",177,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,9,0,0,0,1,0,0,0,"2018",0.1,0.0175,"W109","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
